Time_ms,Amplitude_uV
0,-3.1606
1,-8.1385
2,2.4132
3,2.9772
4,-1.2387
5,1.4693
6,6.8416
7,4.2432
8,2.8306
9,2.751
10,-3.4543
11,3.8561
12,-6.5939
13,-1.3284
14,-1.7492
15,-6.9141
16,-0.4414
17,6.5738
18,-1.3605
19,-4.8304
20,-0.3642
21,3.4157
22,0.7729
23,-0.0107
24,-5.6369
25,2.0041
26,1.9429
27,5.3651
28,5.9562
29,2.7543
30,-6.5697
31,-5.7416
32,-4.3919
33,1.1797
34,-3.149
35,5.2382
36,0.9754
37,1.4591
38,3.002
39,1.361
40,-5.6423
41,9.8077
42,5.852
43,6.0925
44,-2.9899
45,-7.39
46,-6.0265
47,-4.2139
48,3.5286
49,3.6013
50,5.8336
51,8.5698
52,2.0834
53,1.4168
54,-1.4614
55,-1.3962
56,-4.8612
57,1.1468
58,-1.7034
59,-10.0409
60,-23.5424
61,-39.8774
62,-67.7875
63,-108.595
64,-137.33
65,-152.1884
66,-139.454
67,-110.1754
68,-74.131
69,-44.0575
70,-18.6537
71,-3.1222
72,-6.6065
73,4.9496
74,-1.4561
75,-0.9302
76,-7.7518
77,-8.3817
78,4.8416
79,-1.6431
80,7.0588
81,5.5305
82,8.2844
83,15.1329
84,12.6931
85,3.8679
86,14.7871
87,31.3744
88,42.191
89,41.5242
90,47.7419
91,54.4615
92,72.3669
93,73.5882
94,86.5522
95,102.6589
96,112.5593
97,120.2295
98,133.3392
99,130.3069
100,134.8115
101,140.0994
102,142.0334
103,138.2238
104,143.2514
105,126.6701
106,123.8061
107,109.8059
108,103.3979
109,89.7639
110,79.2076
111,76.6773
112,58.6823
113,57.4192
114,38.9499
115,32.3291
116,31.9217
117,11.8229
118,10.2369
119,13.0544
120,11.7073
121,9.574
122,4.0239
123,-1.9435
124,6.059
125,3.6851
126,-3.2597
127,1.2281
128,7.8735
129,0.8813
130,-4.563
131,-1.5738
132,-1.3984
133,1.4362
134,3.6919
135,-3.7786
136,-2.6395
137,4.1304
138,2.994
139,5.4938
140,-5.9429
141,-3.8987
142,4.0707
143,-3.8756
144,1.3042
145,-0.2349
146,-3.0501
147,5.9478
148,-0.0738
149,-2.0775
150,-0.6642
151,0.9947
152,-6.424
153,-3.5298
154,-5.2257
155,-8.5776
156,3.9626
157,5.8222
158,4.8252
159,-7.2219
160,1.6082
161,2.7498
162,-2.3362
163,3.3087
164,-4.5581
165,-4.3884
166,-3.4075
167,-2.952
168,-4.1191
169,3.8893
170,-4.3707
171,-1.9088
172,-2.6091
173,8.9181
174,-3.6682
175,1.8962
176,7.3605
177,-4.8238
178,-3.3927
179,-1.3586
180,-5.3886
181,4.9461
182,-1.9423
183,4.2414
184,2.1375
185,0.0705
186,3.8583
187,-1.2397
188,4.2443
189,-5.3119
190,-3.018
191,4.8557
192,-8.4627
193,1.9053
194,-1.6668
195,-2.2097
196,-2.82
197,5.163
198,-6.1516
199,3.3407
200,1.9086
201,-1.719
202,-0.3549
203,2.8279
204,-2.3913
205,-6.0866
206,1.1281
207,-3.3867
208,-1.6523
209,0.21
210,2.949
211,7.2667
212,1.3702
213,0.4605
214,3.278
215,1.143
216,-6.7647
217,-2.4114
218,-4.9587
219,2.7865
220,5.0935
221,1.4248
222,-4.1262
223,3.2047
224,-3.8542
225,1.0133
226,-4.7995
227,-5.5485
228,-5.6178
229,0.0691
230,-2.6474
231,1.7457
232,-5.1974
233,1.961
234,-2.4769
235,5.0103
236,4.079
237,-0.865
238,0.4331
239,0.9744
240,1.855
241,-1.0969
242,4.3826
243,-2.0338
244,-7.7005
245,0.9854
246,-0.4336
247,3.3297
248,2.384
249,0.5179
250,0.4291
251,0.5069
252,-2.6371
253,-4.8698
254,-3.2837
255,-0.3653
256,-9.0614
257,-1.7429
258,-3.9278
259,-0.3527
260,-3.2538
261,0.2492
262,-0.9126
263,5.1843
264,-1.373
265,-0.9741
266,0.103
267,-7.2715
268,-4.2887
269,5.745
270,2.066
271,0.3371
272,4.3262
273,-0.721
274,-0.9966
275,-1.2107
276,-7.1037
277,3.7563
278,-0.7567
279,-0.3764
280,-1.3369
281,-2.5399
282,-9.0364
283,0.6045
284,8.7241
285,3.9527
286,-1.1527
287,-3.6988
288,0.1027
289,1.4836
290,-0.4813
291,3.3362
292,-3.8126
293,4.2707
294,0.6205
295,-2.1967
296,-1.1347
297,1.3894
298,3.0492
299,0.2898
